,open,high,low,close,volume
698,40.95,43.95,40.85,47.75,0
699,44.1,48.45,44.1,41.35,0
700,41.8,41.8,41.15,41.25,0
701,41.25,41.55,40.8,41.4,0
702,41.65,42.45,41.35,42.2,0
703,42.3,43.05,42.0,42.8,0
704,42.7,46.95,42.65,46.8,0
705,46.05,48.0,45.85,47.5,0
706,47.9,48.4,47.4,47.85,0
707,48.0,48.25,41.35,41.7,0
708,41.8,41.85,41.25,41.15,0
709,40.95,41.8,40.85,41.55,0
710,41.6,42.9,41.45,42.9,0
711,42.65,43.95,42.65,47.75,0
712,44.1,47.75,44.1,46.25,0
713,46.15,48.25,46.15,48.1,0
714,48.4,48.45,47.15,41.35,0
715,41.8,42.45,40.8,42.2,0
716,42.3,48.0,42.0,47.5,0
717,47.9,48.4,41.25,41.15,0
718,40.95,43.95,40.85,47.75,0
719,44.1,48.45,44.1,41.35,0
720,41.8,41.8,41.15,41.25,0
721,41.25,41.55,40.8,41.4,0
722,41.65,42.45,41.35,42.2,0
723,42.3,43.05,42.0,42.8,0
724,42.7,46.95,42.65,46.8,0
725,46.05,48.0,45.85,47.5,0
726,47.9,48.4,47.4,47.85,0
727,48.0,48.25,41.35,41.7,0
728,41.8,41.85,41.25,41.15,0
729,40.95,41.8,40.85,41.55,0
730,41.6,42.9,41.45,42.9,0
731,42.65,43.95,42.65,47.75,0
732,44.1,47.75,44.1,46.25,0
733,46.15,48.25,46.15,48.1,0
734,48.4,48.45,47.15,41.35,0
735,41.8,42.45,40.8,42.2,0
736,42.3,48.0,42.0,47.5,0
737,47.9,48.4,41.25,41.15,0
738,40.95,43.95,40.85,47.75,0
739,44.1,48.45,44.1,41.35,0
740,41.8,41.8,41.15,41.25,0
741,41.25,41.55,40.8,41.4,0
742,41.65,42.45,41.35,42.2,0
743,42.3,43.05,42.0,42.8,0
744,42.7,46.95,42.65,46.8,0
745,46.05,48.0,45.85,47.5,0
746,47.9,48.4,47.4,47.85,0
747,48.0,48.25,41.35,41.7,0
748,41.8,41.85,41.25,41.15,0
749,40.95,41.8,40.85,41.55,0
750,41.6,42.9,41.45,42.9,0
751,42.65,43.95,42.65,47.75,0
752,44.1,47.75,44.1,46.25,0
753,46.15,48.25,46.15,48.1,0
754,48.4,48.45,47.15,41.35,0
755,41.8,42.45,40.8,42.2,0
756,42.3,48.0,42.0,47.5,0
757,47.9,48.4,41.25,41.15,0
758,40.95,43.95,40.85,47.75,0
759,44.1,48.45,44.1,41.35,0
760,41.8,41.8,41.15,41.25,0
761,41.25,41.55,40.8,41.4,0
762,41.65,42.45,41.35,42.2,0
763,42.3,43.05,42.0,42.8,0
764,42.7,46.95,42.65,46.8,0
765,46.05,48.0,45.85,47.5,0
766,47.9,48.4,47.4,47.85,0
767,48.0,48.25,41.35,41.7,0
768,41.8,41.85,41.25,41.15,0
769,40.95,41.8,40.85,41.55,0
770,41.6,42.9,41.45,42.9,0
771,42.65,43.95,42.65,47.75,0
772,44.1,47.75,44.1,46.25,0
773,46.15,48.25,46.15,48.1,0
774,48.4,48.45,47.15,41.35,0
775,41.8,42.45,40.8,42.2,0
776,42.3,48.0,42.0,47.5,0
777,47.9,48.4,41.25,41.15,0
778,40.95,43.95,40.85,47.75,0
779,44.1,48.45,44.1,41.35,0
780,41.8,41.8,41.15,41.25,0
781,41.25,41.55,40.8,41.4,0
782,41.65,42.45,41.35,42.2,0
783,42.3,43.05,42.0,42.8,0
784,42.7,46.95,42.65,46.8,0
785,46.05,48.0,45.85,47.5,0
786,47.9,48.4,47.4,47.85,0
787,48.0,48.25,41.35,41.7,0
788,41.8,41.85,41.25,41.15,0
789,40.95,41.8,40.85,41.55,0
790,41.6,42.9,41.45,42.9,0
791,42.65,43.95,42.65,47.75,0
792,44.1,47.75,44.1,46.25,0
793,46.15,48.25,46.15,48.1,0
794,48.4,48.45,47.15,41.35,0
795,47.65,47.75,41.1,41.15,0
796,41.8,42.45,40.8,42.2,0
797,42.3,48.0,42.0,47.5,0
798,47.9,48.4,41.25,41.15,0
799,40.95,43.95,40.85,47.75,0
800,44.1,48.45,44.1,41.35,0
801,41.8,41.8,41.15,41.25,0
802,41.25,41.55,40.8,41.4,0
803,41.65,42.45,41.35,42.2,0
804,42.3,43.05,42.0,42.8,0
805,42.7,46.95,42.65,46.8,0
806,46.05,48.0,45.85,47.5,0
807,47.9,48.4,47.4,47.85,0
808,48.0,48.25,41.35,41.7,0
809,41.8,41.85,41.25,41.15,0
810,40.95,41.8,40.85,41.55,0
811,41.6,42.9,41.45,42.9,0
812,42.65,43.95,42.65,47.75,0
813,44.1,47.75,44.1,46.25,0
814,46.15,48.25,46.15,48.1,0
815,48.4,48.45,47.15,41.35,0
816,47.65,47.75,41.1,41.15,0
817,41.8,42.45,40.8,42.2,0
818,42.3,48.0,42.0,47.5,0
819,47.9,48.4,41.25,41.15,0
820,40.95,43.95,40.85,47.75,0
821,44.1,48.45,44.1,41.35,0
822,41.8,41.8,41.15,41.25,0
823,41.25,41.55,40.8,41.4,0
824,41.65,42.45,41.35,42.2,0
825,42.3,43.05,42.0,42.8,0
826,42.7,46.95,42.65,46.8,0
827,46.05,48.0,45.85,47.5,0
828,47.9,48.4,47.4,47.85,0
829,48.0,48.25,41.35,41.7,0
830,41.8,41.85,41.25,41.15,0
831,40.95,41.8,40.85,41.55,0
832,41.6,42.9,41.45,42.9,0
833,42.65,43.95,42.65,47.75,0
834,44.1,47.75,44.1,46.25,0
835,46.15,48.25,46.15,48.1,0
836,48.4,48.45,47.15,41.35,0
837,47.65,47.75,41.1,41.15,0
838,41.8,42.45,40.8,42.2,0
839,42.3,48.0,42.0,47.5,0
840,47.9,48.4,41.25,41.15,0
841,40.95,43.95,40.85,47.75,0
842,44.1,48.45,44.1,41.35,0
843,41.8,41.8,41.15,41.25,0
844,41.25,41.55,40.8,41.4,0
845,41.65,42.45,41.35,42.2,0
846,42.3,43.05,42.0,42.8,0
847,42.7,46.95,42.65,46.8,0
848,46.05,48.0,45.85,47.5,0
849,47.9,48.4,47.4,47.85,0
850,48.0,48.25,41.35,41.7,0
851,41.8,41.85,41.25,41.15,0
852,40.95,41.8,40.85,41.55,0
853,41.6,42.9,41.45,42.9,0
854,42.65,43.95,42.65,47.75,0
855,44.1,47.75,44.1,46.25,0
856,46.15,48.25,46.15,48.1,0
857,48.4,48.45,47.15,41.35,0
858,47.65,47.75,41.1,41.15,0
859,41.8,42.45,40.8,42.2,0
860,42.3,48.0,42.0,47.5,0
861,47.9,48.4,41.25,41.15,0
862,40.95,43.95,40.85,47.75,0
863,44.1,48.45,44.1,41.35,0
864,41.8,41.8,41.15,41.25,0
865,41.25,41.55,40.8,41.4,0
866,41.65,42.45,41.35,42.2,0
867,42.3,43.05,42.0,42.8,0
868,42.7,46.95,42.65,46.8,0
869,46.05,48.0,45.85,47.5,0
870,47.9,48.4,47.4,47.85,0
871,48.0,48.25,41.35,41.7,0
872,41.8,41.85,41.25,41.15,0
873,40.95,41.8,40.85,41.55,0
874,41.6,42.9,41.45,42.9,0
875,42.65,43.95,42.65,47.75,0
876,44.1,47.75,44.1,46.25,0
877,46.15,48.25,46.15,48.1,0
878,48.4,48.45,47.15,41.35,0
879,47.65,47.75,41.1,41.15,0
880,41.8,42.45,40.8,42.2,0
881,42.3,48.0,42.0,47.5,0
882,47.9,48.4,41.25,41.15,0
883,40.95,43.95,40.85,47.75,0
884,44.1,48.45,44.1,41.35,0
885,41.8,41.8,41.15,41.25,0
886,41.25,41.55,40.8,41.4,0
887,41.65,42.45,41.35,42.2,0
888,42.3,43.05,42.0,42.8,0
889,42.7,46.95,42.65,46.8,0
890,46.05,48.0,45.85,47.5,0
891,47.9,48.4,47.4,47.85,0
892,48.0,48.25,41.35,41.7,0
893,41.8,41.85,41.25,41.15,0
894,40.95,41.8,40.85,41.55,0
895,41.6,42.9,41.45,42.9,0
896,42.65,43.95,42.65,47.75,0
897,44.1,47.75,44.1,46.25,0
898,46.15,48.25,46.15,48.1,0
899,48.4,48.45,47.15,41.35,0
900,47.65,47.75,41.1,41.15,0
901,41.4,41.4,40.65,41.45,0
902,41.8,42.45,40.8,42.2,0
903,42.3,48.0,42.0,47.5,0
904,47.9,48.4,41.25,41.15,0
905,40.95,43.95,40.85,47.75,0
906,44.1,48.45,44.1,41.35,0
907,41.8,41.8,41.15,41.25,0
908,41.25,41.55,40.8,41.4,0
909,41.65,42.45,41.35,42.2,0
910,42.3,43.05,42.0,42.8,0
911,42.7,46.95,42.65,46.8,0
912,46.05,48.0,45.85,47.5,0
913,47.9,48.4,47.4,47.85,0
914,48.0,48.25,41.35,41.7,0
915,41.8,41.85,41.25,41.15,0
916,40.95,41.8,40.85,41.55,0
917,41.6,42.9,41.45,42.9,0
918,42.65,43.95,42.65,47.75,0
919,44.1,47.75,44.1,46.25,0
920,46.15,48.25,46.15,48.1,0
921,48.4,48.45,47.15,41.35,0
922,47.65,47.75,41.1,41.15,0
923,41.4,41.4,40.65,41.45,0
924,41.8,42.45,40.8,42.2,0
925,42.3,48.0,42.0,47.5,0
926,47.9,48.4,41.25,41.15,0
927,40.95,43.95,40.85,47.75,0
928,44.1,48.45,44.1,41.35,0
929,41.8,41.8,41.15,41.25,0
930,41.25,41.55,40.8,41.4,0
931,41.65,42.45,41.35,42.2,0
932,42.3,43.05,42.0,42.8,0
933,42.7,46.95,42.65,46.8,0
934,46.05,48.0,45.85,47.5,0
935,47.9,48.4,47.4,47.85,0
936,48.0,48.25,41.35,41.7,0
937,41.8,41.85,41.25,41.15,0
938,40.95,41.8,40.85,41.55,0
939,41.6,42.9,41.45,42.9,0
940,42.65,43.95,42.65,47.75,0
941,44.1,47.75,44.1,46.25,0
942,46.15,48.25,46.15,48.1,0
943,48.4,48.45,47.15,41.35,0
944,47.65,47.75,41.1,41.15,0
945,41.4,41.4,40.65,41.45,0
946,41.8,42.45,40.8,42.2,0
947,42.3,48.0,42.0,47.5,0
948,47.9,48.4,41.25,41.15,0
949,40.95,43.95,40.85,47.75,0
950,44.1,48.45,44.1,41.35,0
951,41.8,41.8,41.15,41.25,0
952,41.25,41.55,40.8,41.4,0
953,41.65,42.45,41.35,42.2,0
954,42.3,43.05,42.0,42.8,0
955,42.7,46.95,42.65,46.8,0
956,46.05,48.0,45.85,47.5,0
957,47.9,48.4,47.4,47.85,0
958,48.0,48.25,41.35,41.7,0
959,41.8,41.85,41.25,41.15,0
960,40.95,41.8,40.85,41.55,0
961,41.6,42.9,41.45,42.9,0
962,42.65,43.95,42.65,47.75,0
963,44.1,47.75,44.1,46.25,0
964,46.15,48.25,46.15,48.1,0
965,48.4,48.45,47.15,41.35,0
966,47.65,47.75,41.1,41.15,0
967,41.4,41.4,40.65,41.45,0
968,41.8,42.45,40.8,42.2,0
969,42.3,48.0,42.0,47.5,0
970,47.9,48.4,41.25,41.15,0
971,40.95,43.95,40.85,47.75,0
972,44.1,48.45,44.1,41.35,0
973,41.8,41.8,41.15,41.25,0
974,41.25,41.55,40.8,41.4,0
975,41.65,42.45,41.35,42.2,0
976,42.3,43.05,42.0,42.8,0
977,42.7,46.95,42.65,46.8,0
978,46.05,48.0,45.85,47.5,0
979,47.9,48.4,47.4,47.85,0
980,48.0,48.25,41.35,41.7,0
981,41.8,41.85,41.25,41.15,0
982,40.95,41.8,40.85,41.55,0
983,41.6,42.9,41.45,42.9,0
984,42.65,43.95,42.65,47.75,0
985,44.1,47.75,44.1,46.25,0
986,46.15,48.25,46.15,48.1,0
987,48.4,48.45,47.15,41.35,0
988,47.65,47.75,41.1,41.15,0
989,41.4,41.4,40.65,41.45,0
990,41.8,42.45,40.8,42.2,0
991,42.3,48.0,42.0,47.5,0
992,47.9,48.4,41.25,41.15,0
993,40.95,43.95,40.85,47.75,0
994,44.1,48.45,44.1,41.35,0
995,47.65,47.75,40.65,42.15,0
996,41.8,41.8,41.15,41.25,0
997,41.25,41.55,40.8,41.4,0
998,41.65,42.45,41.35,42.2,0
999,42.3,43.05,42.0,42.8,0
1000,42.7,46.95,42.65,46.8,0
1001,46.05,48.0,45.85,47.5,0
1002,47.9,48.4,47.4,47.85,0
1003,48.0,48.25,41.35,41.7,0
1004,41.8,41.85,41.25,41.15,0
1005,40.95,41.8,40.85,41.55,0
1006,41.6,42.9,41.45,42.9,0
1007,42.65,43.95,42.65,47.75,0
1008,44.1,47.75,44.1,46.25,0
1009,46.15,48.25,46.15,48.1,0
1010,48.4,48.45,47.15,41.35,0
1011,47.65,47.75,41.1,41.15,0
1012,41.4,41.4,40.65,41.45,0
1013,41.4,41.6,41.25,42.15,0
1014,41.8,42.45,40.8,42.2,0
1015,42.3,48.0,42.0,47.5,0
1016,47.9,48.4,41.25,41.15,0
1017,40.95,43.95,40.85,47.75,0
1018,44.1,48.45,44.1,41.35,0
1019,47.65,47.75,40.65,42.15,0
1020,41.8,41.8,41.15,41.25,0
1021,41.25,41.55,40.8,41.4,0
1022,41.65,42.45,41.35,42.2,0
1023,42.3,43.05,42.0,42.8,0
1024,42.7,46.95,42.65,46.8,0
1025,46.05,48.0,45.85,47.5,0
1026,47.9,48.4,47.4,47.85,0
1027,48.0,48.25,41.35,41.7,0
1028,41.8,41.85,41.25,41.15,0
1029,40.95,41.8,40.85,41.55,0
1030,41.6,42.9,41.45,42.9,0
1031,42.65,43.95,42.65,47.75,0
1032,44.1,47.75,44.1,46.25,0
1033,46.15,48.25,46.15,48.1,0
1034,48.4,48.45,47.15,41.35,0
1035,47.65,47.75,41.1,41.15,0
1036,41.4,41.4,40.65,41.45,0
1037,41.4,41.6,41.25,42.15,0
1038,41.8,42.45,40.8,42.2,0
1039,42.3,48.0,42.0,47.5,0
1040,47.9,48.4,41.25,41.15,0
1041,40.95,43.95,40.85,47.75,0
1042,44.1,48.45,44.1,41.35,0
1043,47.65,47.75,40.65,42.15,0
1044,41.8,41.8,41.15,41.25,0
1045,41.25,41.55,40.8,41.4,0
1046,41.65,42.45,41.35,42.2,0
1047,42.3,43.05,42.0,42.8,0
1048,42.7,46.95,42.65,46.8,0
1049,46.05,48.0,45.85,47.5,0
1050,47.9,48.4,47.4,47.85,0
1051,48.0,48.25,41.35,41.7,0
1052,41.8,41.85,41.25,41.15,0
1053,40.95,41.8,40.85,41.55,0
1054,41.6,42.9,41.45,42.9,0
1055,42.65,43.95,42.65,47.75,0
1056,44.1,47.75,44.1,46.25,0
1057,46.15,48.25,46.15,48.1,0
1058,48.4,48.45,47.15,41.35,0
1059,47.65,47.75,41.1,41.15,0
1060,41.4,41.4,40.65,41.45,0
1061,41.4,41.6,41.25,42.15,0
1062,41.8,42.45,40.8,42.2,0
1063,42.3,48.0,42.0,47.5,0
1064,47.9,48.4,41.25,41.15,0
1065,40.95,43.95,40.85,47.75,0
1066,44.1,48.45,44.1,41.35,0
1067,47.65,47.75,40.65,42.15,0
1068,41.8,41.8,41.15,41.25,0
1069,41.25,41.55,40.8,41.4,0
1070,41.65,42.45,41.35,42.2,0
1071,42.3,43.05,42.0,42.8,0
1072,42.7,46.95,42.65,46.8,0
1073,46.05,48.0,45.85,47.5,0
1074,47.9,48.4,47.4,47.85,0
1075,48.0,48.25,41.35,41.7,0
1076,41.8,41.85,41.25,41.15,0
1077,40.95,41.8,40.85,41.55,0
1078,41.6,42.9,41.45,42.9,0
1079,42.65,43.95,42.65,47.75,0
1080,44.1,47.75,44.1,46.25,0
1081,46.15,48.25,46.15,48.1,0
1082,48.4,48.45,47.15,41.35,0
1083,47.65,47.75,41.1,41.15,0
1084,41.4,41.4,40.65,41.45,0
1085,41.4,41.6,41.25,42.15,0
1086,41.8,42.45,40.8,42.2,0
1087,42.3,48.0,42.0,47.5,0
1088,47.9,48.4,41.25,41.15,0
1089,40.95,43.95,40.85,47.75,0
1090,44.1,48.45,44.1,41.35,0
1091,47.65,47.75,40.65,42.15,0
1092,41.8,41.8,41.15,41.25,0
1093,41.25,41.55,40.8,41.4,0
1094,41.65,42.45,41.35,42.2,0
1095,42.3,43.05,42.0,42.8,0
1096,42.7,46.95,42.65,46.8,0
1097,46.05,48.0,45.85,47.5,0
1098,47.9,48.4,47.4,47.85,0
1099,48.0,48.25,41.35,41.7,0
1100,41.8,41.85,41.25,41.15,0
1101,40.95,41.8,40.85,41.55,0
1102,41.6,42.9,41.45,42.9,0
1103,42.65,43.95,42.65,47.75,0
1104,44.1,47.75,44.1,46.25,0
1105,46.15,48.25,46.15,48.1,0
1106,48.4,48.45,47.15,41.35,0
1107,47.65,47.75,41.1,41.15,0
1108,41.4,41.4,40.65,41.45,0
1109,41.4,41.6,41.25,42.15,0
1110,41.8,42.45,40.8,42.2,0
1111,42.3,48.0,42.0,47.5,0
1112,47.9,48.4,41.25,41.15,0
1113,40.95,43.95,40.85,47.75,0
1114,44.1,48.45,44.1,41.35,0
1115,47.65,47.75,40.65,42.15,0
1116,41.8,41.8,41.15,41.25,0
1117,41.25,41.55,40.8,41.4,0
1118,41.65,42.45,41.35,42.2,0
1119,42.3,43.05,42.0,42.8,0
1120,42.7,46.95,42.65,46.8,0
1121,46.05,48.0,45.85,47.5,0
1122,47.9,48.4,47.4,47.85,0
1123,48.0,48.25,41.35,41.7,0
1124,41.8,41.85,41.25,41.15,0
1125,40.95,41.8,40.85,41.55,0
1126,41.6,42.9,41.45,42.9,0
1127,42.65,43.95,42.65,47.75,0
1128,44.1,47.75,44.1,46.25,0
1129,46.15,48.25,46.15,48.1,0
1130,48.4,48.45,47.15,41.35,0
1131,47.65,47.75,41.1,41.15,0
1132,41.4,41.4,40.65,41.45,0
1133,41.4,41.6,41.25,42.15,0
1134,41.4,42.9,41.4,42.6,0
1135,41.8,42.45,40.8,42.2,0
1136,42.3,48.0,42.0,47.5,0
1137,47.9,48.4,41.25,41.15,0
1138,40.95,43.95,40.85,47.75,0
1139,44.1,48.45,44.1,41.35,0
1140,47.65,47.75,40.65,42.15,0
1141,41.8,41.8,41.15,41.25,0
1142,41.25,41.55,40.8,41.4,0
1143,41.65,42.45,41.35,42.2,0
1144,42.3,43.05,42.0,42.8,0
1145,42.7,46.95,42.65,46.8,0
1146,46.05,48.0,45.85,47.5,0
1147,47.9,48.4,47.4,47.85,0
1148,48.0,48.25,41.35,41.7,0
1149,41.8,41.85,41.25,41.15,0
1150,40.95,41.8,40.85,41.55,0
1151,41.6,42.9,41.45,42.9,0
1152,42.65,43.95,42.65,47.75,0
1153,44.1,47.75,44.1,46.25,0
1154,46.15,48.25,46.15,48.1,0
1155,48.4,48.45,47.15,41.35,0
1156,47.65,47.75,41.1,41.15,0
1157,41.4,41.4,40.65,41.45,0
1158,41.4,41.6,41.25,42.15,0
1159,41.4,42.9,41.4,42.6,0
1160,41.8,42.45,40.8,42.2,0
1161,42.3,48.0,42.0,47.5,0
1162,47.9,48.4,41.25,41.15,0
1163,40.95,43.95,40.85,47.75,0
1164,44.1,48.45,44.1,41.35,0
1165,47.65,47.75,40.65,42.15,0
1166,41.8,41.8,41.15,41.25,0
1167,41.25,41.55,40.8,41.4,0
1168,41.65,42.45,41.35,42.2,0
1169,42.3,43.05,42.0,42.8,0
1170,42.7,46.95,42.65,46.8,0
1171,46.05,48.0,45.85,47.5,0
1172,47.9,48.4,47.4,47.85,0
1173,48.0,48.25,41.35,41.7,0
1174,41.8,41.85,41.25,41.15,0
1175,40.95,41.8,40.85,41.55,0
1176,41.6,42.9,41.45,42.9,0
1177,42.65,43.95,42.65,47.75,0
1178,44.1,47.75,44.1,46.25,0
1179,46.15,48.25,46.15,48.1,0
1180,48.4,48.45,47.15,41.35,0
1181,47.65,47.75,41.1,41.15,0
1182,41.4,41.4,40.65,41.45,0
1183,41.4,41.6,41.25,42.15,0
1184,41.4,42.9,41.4,42.6,0
1185,41.8,42.45,40.8,42.2,0
1186,42.3,48.0,42.0,47.5,0
1187,47.9,48.4,41.25,41.15,0
1188,40.95,43.95,40.85,47.75,0
1189,44.1,48.45,44.1,41.35,0
1190,47.65,47.75,40.65,42.15,0
1191,41.8,41.8,41.15,41.25,0
1192,41.25,41.55,40.8,41.4,0
1193,41.65,42.45,41.35,42.2,0
1194,42.3,43.05,42.0,42.8,0
1195,42.7,46.95,42.65,46.8,0
1196,46.05,48.0,45.85,47.5,0
1197,47.9,48.4,47.4,47.85,0
1198,48.0,48.25,41.35,41.7,0
1199,41.8,41.85,41.25,41.15,0
1200,40.95,41.8,40.85,41.55,0
1201,41.6,42.9,41.45,42.9,0
1202,42.65,43.95,42.65,47.75,0
1203,44.1,47.75,44.1,46.25,0
1204,46.15,48.25,46.15,48.1,0
1205,48.4,48.45,47.15,41.35,0
1206,47.65,47.75,41.1,41.15,0
1207,41.4,41.4,40.65,41.45,0
1208,41.4,41.6,41.25,42.15,0
1209,41.4,42.9,41.4,42.6,0
1210,41.8,42.45,40.8,42.2,0
1211,42.3,48.0,42.0,47.5,0
1212,47.9,48.4,41.25,41.15,0
1213,40.95,43.95,40.85,47.75,0
1214,44.1,48.45,44.1,41.35,0
1215,47.65,47.75,40.65,42.15,0
1216,41.8,41.8,41.15,41.25,0
1217,41.25,41.55,40.8,41.4,0
1218,41.65,42.45,41.35,42.2,0
1219,42.3,43.05,42.0,42.8,0
1220,42.7,46.95,42.65,46.8,0
1221,46.05,48.0,45.85,47.5,0
1222,47.9,48.4,47.4,47.85,0
1223,48.0,48.25,41.35,41.7,0
1224,41.8,41.85,41.25,41.15,0
1225,40.95,41.8,40.85,41.55,0
1226,41.6,42.9,41.45,42.9,0
1227,42.65,43.95,42.65,47.75,0
1228,44.1,47.75,44.1,46.25,0
1229,46.15,48.25,46.15,48.1,0
1230,48.4,48.45,47.15,41.35,0
1231,47.65,47.75,41.1,41.15,0
1232,41.4,41.4,40.65,41.45,0
1233,41.4,41.6,41.25,42.15,0
1234,41.4,42.9,41.4,42.6,0
1235,41.8,42.45,40.8,42.2,0
1236,42.3,48.0,42.0,47.5,0
1237,47.9,48.4,41.25,41.15,0
1238,40.95,43.95,40.85,47.75,0
1239,44.1,48.45,44.1,41.35,0
1240,47.65,47.75,40.65,42.15,0
1241,41.8,41.8,41.15,41.25,0
1242,41.25,41.55,40.8,41.4,0
1243,41.65,42.45,41.35,42.2,0
1244,42.3,43.05,42.0,42.8,0
1245,42.7,46.95,42.65,46.8,0
1246,46.05,48.0,45.85,47.5,0
1247,47.9,48.4,47.4,47.85,0
1248,48.0,48.25,41.35,41.7,0
1249,41.8,41.85,41.25,41.15,0
1250,40.95,41.8,40.85,41.55,0
1251,41.6,42.9,41.45,42.9,0
1252,42.65,43.95,42.65,47.75,0
1253,44.1,47.75,44.1,46.25,0
1254,46.15,48.25,46.15,48.1,0
1255,48.4,48.45,47.15,41.35,0
1256,47.65,47.75,41.1,41.15,0
1257,41.4,41.4,40.65,41.45,0
1258,41.4,41.6,41.25,42.15,0
1259,41.4,42.9,41.4,42.6,0
1260,42.9,46.75,42.55,45.7,0
1261,41.8,42.45,40.8,42.2,0
1262,42.3,48.0,42.0,47.5,0
1263,47.9,48.4,41.25,41.15,0
1264,40.95,43.95,40.85,47.75,0
1265,44.1,48.45,44.1,41.35,0
1266,47.65,47.75,40.65,42.15,0
1267,41.8,41.8,41.15,41.25,0
1268,41.25,41.55,40.8,41.4,0
1269,41.65,42.45,41.35,42.2,0
1270,42.3,43.05,42.0,42.8,0
1271,42.7,46.95,42.65,46.8,0
1272,46.05,48.0,45.85,47.5,0
1273,47.9,48.4,47.4,47.85,0
1274,48.0,48.25,41.35,41.7,0
1275,41.8,41.85,41.25,41.15,0
1276,40.95,41.8,40.85,41.55,0
1277,41.6,42.9,41.45,42.9,0
1278,42.65,43.95,42.65,47.75,0
1279,44.1,47.75,44.1,46.25,0
1280,46.15,48.25,46.15,48.1,0
1281,48.4,48.45,47.15,41.35,0
1282,47.65,47.75,41.1,41.15,0
1283,41.4,41.4,40.65,41.45,0
1284,41.4,41.6,41.25,42.15,0
1285,41.4,42.9,41.4,42.6,0
1286,42.9,46.75,42.55,45.7,0
1287,41.8,42.45,40.8,42.2,0
1288,42.3,48.0,42.0,47.5,0
1289,47.9,48.4,41.25,41.15,0
1290,40.95,43.95,40.85,47.75,0
1291,44.1,48.45,44.1,41.35,0
1292,47.65,47.75,40.65,42.15,0
1293,41.8,41.8,41.15,41.25,0
1294,41.25,41.55,40.8,41.4,0
1295,41.65,42.45,41.35,42.2,0
1296,42.3,43.05,42.0,42.8,0
1297,42.7,46.95,42.65,46.8,0
1298,46.05,48.0,45.85,47.5,0
1299,47.9,48.4,47.4,47.85,0
1300,48.0,48.25,41.35,41.7,0
1301,41.8,41.85,41.25,41.15,0
1302,40.95,41.8,40.85,41.55,0
1303,41.6,42.9,41.45,42.9,0
1304,42.65,43.95,42.65,47.75,0
1305,44.1,47.75,44.1,46.25,0
1306,46.15,48.25,46.15,48.1,0
1307,48.4,48.45,47.15,41.35,0
1308,47.65,47.75,41.1,41.15,0
1309,41.4,41.4,40.65,41.45,0
1310,41.4,41.6,41.25,42.15,0
1311,41.4,42.9,41.4,42.6,0
1312,42.9,46.75,42.55,45.7,0
1313,41.8,42.45,40.8,42.2,0
1314,42.3,48.0,42.0,47.5,0
1315,47.9,48.4,41.25,41.15,0
1316,40.95,43.95,40.85,47.75,0
1317,44.1,48.45,44.1,41.35,0
1318,47.65,47.75,40.65,42.15,0
1319,41.8,41.8,41.15,41.25,0
1320,41.25,41.55,40.8,41.4,0
1321,41.65,42.45,41.35,42.2,0
1322,42.3,43.05,42.0,42.8,0
1323,42.7,46.95,42.65,46.8,0
1324,46.05,48.0,45.85,47.5,0
1325,47.9,48.4,47.4,47.85,0
1326,48.0,48.25,41.35,41.7,0
1327,41.8,41.85,41.25,41.15,0
1328,40.95,41.8,40.85,41.55,0
1329,41.6,42.9,41.45,42.9,0
1330,42.65,43.95,42.65,47.75,0
1331,44.1,47.75,44.1,46.25,0
1332,46.15,48.25,46.15,48.1,0
1333,48.4,48.45,47.15,41.35,0
1334,47.65,47.75,41.1,41.15,0
1335,41.4,41.4,40.65,41.45,0
1336,41.4,41.6,41.25,42.15,0
1337,41.4,42.9,41.4,42.6,0
1338,42.9,46.75,42.55,45.7,0
1339,41.8,42.45,40.8,42.2,0
1340,42.3,48.0,42.0,47.5,0
1341,47.9,48.4,41.25,41.15,0
1342,40.95,43.95,40.85,47.75,0
1343,44.1,48.45,44.1,41.35,0
1344,47.65,47.75,40.65,42.15,0
1345,41.8,41.8,41.15,41.25,0
1346,41.25,41.55,40.8,41.4,0
1347,41.65,42.45,41.35,42.2,0
1348,42.3,43.05,42.0,42.8,0
1349,42.7,46.95,42.65,46.8,0
1350,46.05,48.0,45.85,47.5,0
1351,47.9,48.4,47.4,47.85,0
1352,48.0,48.25,41.35,41.7,0
1353,41.8,41.85,41.25,41.15,0
1354,40.95,41.8,40.85,41.55,0
1355,41.6,42.9,41.45,42.9,0
1356,42.65,43.95,42.65,47.75,0
1357,44.1,47.75,44.1,46.25,0
1358,46.15,48.25,46.15,48.1,0
1359,48.4,48.45,47.15,41.35,0
1360,47.65,47.75,41.1,41.15,0
1361,41.4,41.4,40.65,41.45,0
1362,41.4,41.6,41.25,42.15,0
1363,41.4,42.9,41.4,42.6,0
1364,42.9,46.75,42.55,45.7,0
1365,41.8,42.45,40.8,42.2,0
1366,42.3,48.0,42.0,47.5,0
1367,47.9,48.4,41.25,41.15,0
1368,40.95,43.95,40.85,47.75,0
1369,44.1,48.45,44.1,41.35,0
1370,47.65,47.75,40.65,42.15,0
1371,41.4,47.55,41.4,47.8,0
1372,41.8,41.8,41.15,41.25,0
1373,41.25,41.55,40.8,41.4,0
1374,41.65,42.45,41.35,42.2,0
1375,42.3,43.05,42.0,42.8,0
1376,42.7,46.95,42.65,46.8,0
1377,46.05,48.0,45.85,47.5,0
