,open,close,high,low,volume,H-L,H-PC,L-PC,TR,ATR,Upper Basic,Lower Basic,Upper Band,Lower Band,SuperTrend
0,41.8,41.25,41.8,41.15,0,0.6499999999999986,,,0.6499999999999986,,,,,,
1,41.8,41.25,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,,,,,,
2,41.8,41.25,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,,,,,,
3,41.8,41.25,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,,,,,,
4,41.8,41.25,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,,,,,,
5,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,,,,,,
6,41.25,41.25,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,,,,,,
7,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,0.664285714285713,43.467857142857135,39.482142857142854,43.467857142857135,39.482142857142854,43.467857142857135
8,41.25,41.25,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,0.6749999999999989,43.199999999999996,39.15,43.199999999999996,39.482142857142854,43.199999999999996
9,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,0.6718749999999989,43.490624999999994,39.459374999999994,43.199999999999996,39.482142857142854,43.199999999999996
10,41.25,41.25,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,0.681640624999999,43.219921875,39.130078125,43.199999999999996,39.482142857142854,43.199999999999996
11,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,0.6776855468749989,43.50805664062499,39.441943359374996,43.199999999999996,39.482142857142854,43.199999999999996
12,41.25,41.25,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,0.6867248535156241,43.23517456054687,39.11482543945313,43.199999999999996,39.482142857142854,43.199999999999996
13,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,0.6821342468261709,43.52140274047851,39.42859725952148,43.199999999999996,39.482142857142854,43.199999999999996
14,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,0.6906174659728995,43.246852397918694,39.1031476020813,43.199999999999996,39.482142857142854,43.199999999999996
15,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,0.8105402827262878,44.056620848178866,39.193379151821134,43.199999999999996,39.482142857142854,43.199999999999996
16,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,0.7904727473855016,43.8464182421565,39.103581757843486,43.199999999999996,39.482142857142854,43.199999999999996
17,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,0.7854136539623139,43.53124096188694,38.81875903811306,43.199999999999996,39.482142857142854,43.199999999999996
18,41.65,42.2,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,0.8247369472170248,44.37421084165108,39.425789158348934,43.199999999999996,39.482142857142854,43.199999999999996
19,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,0.9278948288148975,44.40868448644469,38.84131551355531,43.199999999999996,39.482142857142854,43.199999999999996
20,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,0.8931579752130351,44.1544739256391,38.795526074360886,43.199999999999996,39.482142857142854,43.199999999999996
21,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,0.8752632283114057,43.800789684934216,38.54921031506578,43.199999999999996,39.482142857142854,43.199999999999996
22,41.65,42.2,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,0.9033553247724802,44.61006597431744,39.18993402568257,43.199999999999996,39.482142857142854,43.199999999999996
23,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,0.9966859091759208,44.61505772752776,38.63494227247224,43.199999999999996,39.482142857142854,43.199999999999996
24,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,0.9533501705289306,44.335050511586786,38.6149494884132,43.199999999999996,39.482142857142854,43.199999999999996
25,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,0.9279313992128142,43.95879419763844,38.391205802361554,43.199999999999996,39.482142857142854,43.199999999999996
26,41.65,42.2,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,0.9494399743112126,44.748319922933646,39.051680077066365,43.199999999999996,39.482142857142854,43.199999999999996
27,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.0370099775223118,44.736029932566936,38.513970067433064,43.199999999999996,39.482142857142854,43.199999999999996
28,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,0.9886337303320227,44.440901190996065,38.50909880900392,43.199999999999996,39.482142857142854,43.199999999999996
29,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,0.9588045140405199,44.05141354212156,38.298586457878436,43.199999999999996,39.482142857142854,43.199999999999996
30,41.65,42.2,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,0.9764539497854551,44.829361849356374,38.97063815064364,43.199999999999996,39.482142857142854,43.199999999999996
31,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.0606472060622738,44.80694161818682,38.44305838181318,43.199999999999996,39.482142857142854,43.199999999999996
32,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,1.0093163053044893,44.502948915913464,38.447051084086524,43.199999999999996,39.482142857142854,43.199999999999996
33,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,0.9769017671414282,44.10570530142428,38.244294698575715,43.199999999999996,39.482142857142854,43.199999999999996
34,41.65,42.2,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,0.9922890462487498,44.876867138746256,38.923132861253755,43.199999999999996,39.482142857142854,43.199999999999996
35,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.0745029154676566,44.84850874640297,38.40149125359703,43.199999999999996,39.482142857142854,43.199999999999996
36,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,1.0214400510341994,44.539320153102594,38.410679846897395,43.199999999999996,39.482142857142854,43.199999999999996
37,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,0.9875100446549245,44.13753013396477,38.21246986603522,43.199999999999996,39.482142857142854,43.199999999999996
38,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,1.001571289073059,44.904713867219186,38.895286132780825,43.199999999999996,39.482142857142854,43.199999999999996
39,42.3,42.2,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.0076248779389263,45.547874633816775,39.50212536618322,43.199999999999996,39.50212536618322,43.199999999999996
40,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.0879217681965612,44.88876530458968,38.36123469541032,43.199999999999996,39.50212536618322,43.199999999999996
41,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,1.0331815471719907,44.57454464151596,38.375455358484025,43.199999999999996,39.50212536618322,43.199999999999996
42,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,0.997783853775492,44.168351561326475,38.18164843867352,43.199999999999996,39.50212536618322,43.199999999999996
43,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,1.0105608720535555,44.93168261616067,38.86831738383934,43.199999999999996,39.50212536618322,43.199999999999996
44,42.3,42.2,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.0154907630468606,45.57147228914058,39.47852771085942,43.199999999999996,39.50212536618322,43.199999999999996
