,open,close,high,low,volume,H-L,H-PC,L-PC,TR,ATR,Upper Basic,Lower Basic,Upper Band,Lower Band,SuperTrend
45,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.0948044176660037,44.90941325299801,38.34058674700199,43.199999999999996,39.50212536618322,43.199999999999996
46,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,1.0392038654577531,44.59261159637325,38.357388403626736,43.199999999999996,39.50212536618322,43.199999999999996
47,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,1.0030533822755339,44.1841601468266,38.165839853173395,43.199999999999996,39.50212536618322,43.199999999999996
48,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,1.0151717094910924,44.94551512847328,38.85448487152673,43.199999999999996,39.50212536618322,43.199999999999996
49,42.3,42.2,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.0195252458047055,45.583575737414115,39.46642426258588,43.199999999999996,39.50212536618322,43.199999999999996
50,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.098334590079118,44.92000377023735,38.32999622976265,43.199999999999996,39.50212536618322,43.199999999999996
51,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,1.042292766319228,44.60187829895768,38.34812170104231,43.199999999999996,39.50212536618322,43.199999999999996
52,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,1.0057561705293245,44.19226851158797,38.157731488412026,43.199999999999996,39.50212536618322,43.199999999999996
53,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,1.017536649213159,44.95260994763948,38.84739005236053,43.199999999999996,39.50212536618322,43.199999999999996
54,42.3,42.2,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.0215945680615137,45.58978370418454,39.46021629581546,43.199999999999996,39.50212536618322,43.199999999999996
55,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.1001452470538253,44.92543574116148,38.32456425883852,43.199999999999996,39.50212536618322,43.199999999999996
56,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,1.043877091172097,44.606631273516285,38.3433687264837,43.199999999999996,39.50212536618322,43.199999999999996
57,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,1.0071424547755847,44.19642736432675,38.15357263567324,43.199999999999996,39.50212536618322,43.199999999999996
58,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,1.0187496479286369,44.956248943785916,38.843751056214096,43.199999999999996,39.50212536618322,43.199999999999996
59,42.3,42.2,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.022655941937557,45.59296782581267,39.457032174187326,43.199999999999996,39.50212536618322,43.199999999999996
60,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.1010739491953632,44.92822184758609,38.32177815241391,43.199999999999996,39.50212536618322,43.199999999999996
61,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,1.0446897055459425,44.60906911663782,38.34093088336217,43.199999999999996,39.50212536618322,43.199999999999996
62,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,1.0078534923526998,44.198560477058095,38.1514395229419,43.199999999999996,39.50212536618322,43.199999999999996
63,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,1.0193718058086125,44.958115417425844,38.84188458257417,43.199999999999996,39.50212536618322,43.199999999999996
64,42.3,46.8,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.0232003300825356,45.594600990247606,39.45539900975239,43.199999999999996,39.50212536618322,39.50212536618322
65,42.7,42.2,46.95,42.65,0,4.300000000000004,0.15000000000000568,4.149999999999999,4.300000000000004,1.4328002888222193,49.098400866466655,40.50159913353334,49.098400866466655,40.50159913353334,40.50159913353334
66,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.4599502527194426,46.00485075815833,37.24514924184167,46.00485075815833,40.50159913353334,40.50159913353334
67,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,1.358706471129512,45.551119413388534,37.398880586611455,45.551119413388534,40.50159913353334,40.50159913353334
68,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,1.282618162238323,45.02285448671497,37.327145513285025,45.02285448671497,40.50159913353334,40.50159913353334
69,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,1.2597908919585328,45.679372675875605,38.120627324124406,45.02285448671497,40.50159913353334,40.50159913353334
70,42.3,46.8,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.2335670304637159,46.225701091391144,38.82429890860885,45.02285448671497,40.50159913353334,40.50159913353334
71,42.7,42.2,46.95,42.65,0,4.300000000000004,0.15000000000000568,4.149999999999999,4.300000000000004,1.616871151655752,49.65061345496726,39.94938654503274,49.65061345496726,40.50159913353334,40.50159913353334
72,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.6210122576987835,46.488036773096354,36.761963226903646,46.488036773096354,40.50159913353334,40.50159913353334
73,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,1.4996357254864354,45.9739071764593,36.97609282354069,45.9739071764593,40.50159913353334,40.50159913353334
74,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,1.405931259800631,45.39279377940189,36.9572062205981,45.39279377940189,40.50159913353334,40.50159913353334
75,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,1.3676898523255523,46.00306955697666,37.79693044302335,45.39279377940189,40.50159913353334,40.50159913353334
76,42.3,46.8,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.3279786207848578,46.50893586235457,38.54106413764543,45.39279377940189,40.50159913353334,40.50159913353334
77,42.7,42.2,46.95,42.65,0,4.300000000000004,0.15000000000000568,4.149999999999999,4.300000000000004,1.6994812931867511,49.89844387956025,39.70155612043975,49.89844387956025,40.50159913353334,40.50159913353334
78,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.6932961315384079,46.704888394615224,36.545111605384776,46.704888394615224,40.50159913353334,40.50159913353334
79,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,1.5628841150961068,46.16365234528831,36.786347654711676,46.16365234528831,40.50159913353334,40.50159913353334
80,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,1.4612736007090934,45.55882080212728,36.791179197872715,45.55882080212728,40.50159913353334,40.50159913353334
81,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,1.416114400620457,46.14834320186138,37.65165679813863,45.55882080212728,40.50159913353334,40.50159913353334
82,42.3,46.8,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.3703501005428995,46.6360503016287,38.4139496983713,45.55882080212728,40.50159913353334,40.50159913353334
83,42.7,42.2,46.95,42.65,0,4.300000000000004,0.15000000000000568,4.149999999999999,4.300000000000004,1.7365563379750375,50.00966901392511,39.59033098607488,50.00966901392511,40.50159913353334,40.50159913353334
84,41.8,41.25,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.7257367957281584,46.80221038718447,36.44778961281553,46.80221038718447,40.50159913353334,40.50159913353334
85,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,1.5912696962621384,46.24880908878641,36.70119091121358,46.24880908878641,40.50159913353334,40.50159913353334
86,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,1.4861109842293712,45.63333295268811,36.71666704731189,45.63333295268811,40.50159913353334,40.50159913353334
87,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,1.4378471112006999,46.21354133360211,37.5864586663979,45.63333295268811,40.50159913353334,40.50159913353334
88,42.3,46.8,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.389366222300612,46.69309866690183,38.356901333098165,45.63333295268811,40.50159913353334,40.50159913353334
89,42.7,42.2,46.95,42.65,0,4.300000000000004,0.15000000000000568,4.149999999999999,4.300000000000004,1.753195444513036,50.0595863335391,39.54041366646089,50.0595863335391,40.50159913353334,40.50159913353334
90,41.8,47.5,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.7402960139489072,46.84588804184672,36.40411195815328,46.84588804184672,40.50159913353334,40.50159913353334
91,42.3,41.25,48.0,42.0,0,6.0,0.5,5.5,6.0,2.272759012205294,51.81827703661588,38.18172296338412,51.81827703661588,40.50159913353334,40.50159913353334
92,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,2.069914135679632,47.68474240703889,35.2652575929611,47.68474240703889,40.50159913353334,40.50159913353334
93,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,1.9049248687196778,46.88977460615903,35.460225393840965,46.88977460615903,40.50159913353334,40.50159913353334
94,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,1.8043092601297182,47.31292778038916,36.48707221961085,46.88977460615903,40.50159913353334,40.50159913353334
95,42.3,46.8,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.710020602613503,47.65506180784051,37.394938192159486,46.88977460615903,40.50159913353334,40.50159913353334
96,42.7,47.5,46.95,42.65,0,4.300000000000004,0.15000000000000568,4.149999999999999,4.300000000000004,2.0337680272868157,50.901304081860445,38.69869591813955,46.88977460615903,40.50159913353334,40.50159913353334
97,46.05,42.2,48.0,45.85,0,2.1499999999999986,0.5,1.6499999999999986,2.1499999999999986,2.0482970238759637,53.069891071627886,40.78010892837211,53.069891071627886,40.78010892837211,40.78010892837211
98,41.8,47.5,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,1.9985098958914689,47.620529687674406,35.629470312325594,47.620529687674406,40.78010892837211,40.78010892837211
99,42.3,41.25,48.0,42.0,0,6.0,0.5,5.5,6.0,2.498696158905035,52.4960884767151,37.5039115232849,47.620529687674406,40.78010892837211,40.78010892837211
100,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,2.2676091390419058,48.277827417125714,34.672172582874275,47.620529687674406,40.78010892837211,40.78010892837211
101,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,2.0779079966616676,47.408723989985,34.941276010014995,47.408723989985,40.78010892837211,40.78010892837211
102,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,1.9556694970789592,47.76700849123688,36.03299150876313,47.408723989985,40.78010892837211,40.78010892837211
103,42.3,46.8,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.842460809944089,48.052382429832264,36.99761757016773,47.408723989985,40.78010892837211,40.78010892837211
104,42.7,47.5,46.95,42.65,0,4.300000000000004,0.15000000000000568,4.149999999999999,4.300000000000004,2.1496532087010785,51.24895962610323,38.351040373896765,47.408723989985,40.78010892837211,40.78010892837211
105,46.05,42.2,48.0,45.85,0,2.1499999999999986,0.5,1.6499999999999986,2.1499999999999986,2.1496965576134435,53.37408967284033,40.47591032715967,53.37408967284033,40.78010892837211,40.78010892837211
106,41.8,47.5,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,2.087234487911764,47.886703463735294,35.363296536264706,47.886703463735294,40.78010892837211,40.78010892837211
107,42.3,41.25,48.0,42.0,0,6.0,0.5,5.5,6.0,2.5763301769227933,52.72899053076838,37.27100946923162,47.886703463735294,40.78010892837211,40.78010892837211
108,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,2.3355389048074437,48.48161671442232,34.468383285577666,47.886703463735294,40.78010892837211,40.78010892837211
109,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,2.1373465417065134,47.58703962511954,34.76296037488046,47.58703962511954,40.78010892837211,40.78010892837211
110,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,2.0076782239931994,47.92303467197961,35.876965328020404,47.58703962511954,40.78010892837211,40.78010892837211
111,42.3,46.8,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.8879684459940491,48.18890533798215,36.86109466201785,47.58703962511954,40.78010892837211,40.78010892837211
112,42.7,47.5,46.95,42.65,0,4.300000000000004,0.15000000000000568,4.149999999999999,4.300000000000004,2.1894723902447932,51.368417170734375,38.23158282926562,47.58703962511954,40.78010892837211,40.78010892837211
113,46.05,42.2,48.0,45.85,0,2.1499999999999986,0.5,1.6499999999999986,2.1499999999999986,2.1845383414641937,53.47861502439258,40.37138497560741,47.58703962511954,40.78010892837211,40.78010892837211
114,41.8,47.5,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,2.11772104878117,47.97816314634351,35.27183685365649,47.58703962511954,40.78010892837211,40.78010892837211
115,42.3,41.25,48.0,42.0,0,6.0,0.5,5.5,6.0,2.603005917683524,52.80901775305057,37.19098224694943,47.58703962511954,40.78010892837211,40.78010892837211
116,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,2.358880177973083,48.55164053391924,34.39835946608075,47.58703962511954,40.78010892837211,40.78010892837211
117,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,2.1577701557264475,47.64831046717934,34.70168953282065,47.58703962511954,40.78010892837211,40.78010892837211
118,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,2.0255488862606414,47.97664665878193,35.82335334121808,47.58703962511954,40.78010892837211,40.78010892837211
119,42.3,46.8,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.903605275478061,48.235815826434184,36.81418417356581,47.58703962511954,40.78010892837211,40.78010892837211
120,42.7,47.5,46.95,42.65,0,4.300000000000004,0.15000000000000568,4.149999999999999,4.300000000000004,2.203154616043304,51.40946384812991,38.190536151870084,47.58703962511954,40.78010892837211,40.78010892837211
121,46.05,42.2,48.0,45.85,0,2.1499999999999986,0.5,1.6499999999999986,2.1499999999999986,2.196510289037891,53.51453086711367,40.335469132886324,47.58703962511954,40.78010892837211,40.78010892837211
122,41.8,47.5,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,2.128196502908155,48.00958950872447,35.24041049127553,47.58703962511954,40.78010892837211,40.78010892837211
123,42.3,41.25,48.0,42.0,0,6.0,0.5,5.5,6.0,2.612171940044636,52.83651582013391,37.16348417986609,47.58703962511954,40.78010892837211,40.78010892837211
124,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,2.3669004475390563,48.575701342617165,34.37429865738282,47.58703962511954,40.78010892837211,40.78010892837211
125,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,2.1647878915966743,47.66936367479002,34.680636325209974,47.58703962511954,40.78010892837211,40.78010892837211
126,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,2.03168940514709,47.99506821544128,35.80493178455873,47.58703962511954,40.78010892837211,40.78010892837211
127,42.3,46.8,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.9089782295037034,48.251934688511106,36.79806531148889,47.58703962511954,40.78010892837211,40.78010892837211
128,42.7,47.5,46.95,42.65,0,4.300000000000004,0.15000000000000568,4.149999999999999,4.300000000000004,2.207855950815741,51.42356785244722,38.176432147552774,47.58703962511954,40.78010892837211,40.78010892837211
129,46.05,42.2,48.0,45.85,0,2.1499999999999986,0.5,1.6499999999999986,2.1499999999999986,2.2006239569637733,53.52687187089132,40.323128129108675,47.58703962511954,40.78010892837211,40.78010892837211
130,41.8,47.5,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,2.1317959623433023,48.020387887029905,35.229612112970095,47.58703962511954,40.78010892837211,40.78010892837211
131,42.3,41.25,48.0,42.0,0,6.0,0.5,5.5,6.0,2.6153214670503893,52.845964401151164,37.154035598848836,47.58703962511954,40.78010892837211,40.78010892837211
132,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,2.3696562836690904,48.58396885100726,34.366031148992725,47.58703962511954,40.78010892837211,40.78010892837211
133,41.25,42.2,41.55,40.8,0,0.75,0.14999999999999858,0.6000000000000014,0.75,2.167199248210454,47.67659774463136,34.673402255368636,47.58703962511954,40.78010892837211,40.78010892837211
134,41.65,42.8,42.45,41.35,0,1.1000000000000014,0.25,0.8500000000000014,1.1000000000000014,2.0337993421841474,48.00139802655245,35.79860197344756,47.58703962511954,40.78010892837211,40.78010892837211
135,42.3,46.8,43.05,42.0,0,1.0499999999999972,0.25,0.7999999999999972,1.0499999999999972,1.9108244244111285,48.25747327323339,36.79252672676661,47.58703962511954,40.78010892837211,40.78010892837211
136,42.7,47.5,46.95,42.65,0,4.300000000000004,0.15000000000000568,4.149999999999999,4.300000000000004,2.2094713713597383,51.42841411407921,38.171585885920784,47.58703962511954,40.78010892837211,40.78010892837211
137,46.05,47.85,48.0,45.85,0,2.1499999999999986,0.5,1.6499999999999986,2.1499999999999986,2.2020374499397706,53.53111234981931,40.318887650180685,47.58703962511954,40.78010892837211,40.78010892837211
138,47.9,42.2,48.4,47.4,0,1.0,0.5499999999999972,0.45000000000000284,1.0,2.0517827686972994,54.0553483060919,41.7446516939081,54.0553483060919,41.7446516939081,41.7446516939081
139,41.8,47.5,42.45,40.8,0,1.6500000000000057,0.25,1.4000000000000057,1.6500000000000057,2.001559922610138,47.62967976783041,35.62032023216959,47.62967976783041,41.7446516939081,41.7446516939081
140,42.3,41.25,48.0,42.0,0,6.0,0.5,5.5,6.0,2.5013649322838707,52.50409479685161,37.49590520314839,47.62967976783041,41.7446516939081,47.62967976783041
141,41.8,41.4,41.8,41.15,0,0.6499999999999986,0.5499999999999972,0.10000000000000142,0.6499999999999986,2.2699443157483867,48.28483294724516,34.66516705275483,47.62967976783041,34.66516705275483,47.62967976783041
